file,tags,secondary
1157.png,['Rocks'],
1158.png,['Danger Circle'],
1159.png,['Fish Haven'],
1160.png,['Position of Point Feature'],
1161.png,['Position of Point Feature'],
1162.png,"['Offshore Platform', 'Red']",
1163.png,"['Green', 'Beacon', 'Can topmark']",can topmark
1164.png,['Danger Circle'],
1165.png,['Danger Circle'],
1166.png,"['Yellow', 'Conical Buoy']",
1167.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1168.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1169.png,['Rock'],
1170.png,['Rock'],
1171.png,['Danger Circle'],
1172.png,['Rock'],
1173.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1174.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1175.png,"['Double ball topmark', 'Lighted Beacon', 'Black/Red/Black']",ball topmark
1176.png,"['Pillar Buoy', 'Black/Red/Black', 'Double ball topmark']",ball topmark
1177.png,['Fish Haven'],
1178.png,['Fish Haven'],
1179.png,['Minor Light'],
1180.png,['Minor Light'],
1181.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1182.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1183.png,['Danger Circle'],
1184.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1185.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1186.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1187.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1188.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1189.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1190.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1191.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1192.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
1193.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1194.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1195.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1196.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1197.png,['Major Light'],
1198.png,"['Pillar Buoy', 'Cone topmark', 'Red']",cone topmark
1199.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1200.png,"['Can Buoy', 'Red']",
1201.png,['Beacon represented as a star'],
1202.png,['Danger Circle'],
1203.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1204.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1205.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1206.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1207.png,['Mooring Buoy'],
1208.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
1209.png,"['Dangerous Wreck, Depth Unknown']",
1210.png,['Underwater Hazard'],
1211.png,['Underwater Hazard'],
1212.png,['Underwater Hazard'],
1213.png,['Underwater Hazard'],
1214.png,['Underwater Hazard'],
1215.png,['Danger Circle'],
1216.png,['Danger Circle'],
1217.png,['Danger Circle'],
1218.png,['Underwater Hazard'],
1219.png,['Underwater Hazard'],
1220.png,['Underwater Hazard'],
1221.png,"['Dangerous Wreck, Depth Unknown']",
1222.png,['Danger Circle'],
1223.png,['Underwater Hazard'],
1224.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1225.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1226.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1227.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1228.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1229.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1230.png,"['Can topmark', 'Green', 'Lighted Beacon']",can topmark
1231.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1232.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1233.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1234.png,['Minor Light'],
1235.png,['Minor Light'],
1236.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1237.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1238.png,['Fish Haven'],
1239.png,['Fish Haven'],
1240.png,"['Fish Haven', 'Danger Circle']",
1241.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1242.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1243.png,"['Black/Yellow/Black', 'Lighted Beacon', 'Double cone topmark points together']",cone topmark
1244.png,"['Lighted Beacon', 'Can topmark', 'Green']",can topmark
1245.png,"['Lighted Beacon', 'Cone topmark', 'Red']",cone topmark
1246.png,"['Green', 'Lighted Beacon', 'Can topmark']",can topmark
1247.png,"['Black/Red/Black', 'Lighted Beacon', 'Double ball topmark']",ball topmark
1248.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1249.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1250.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1251.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1252.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
1253.png,"['Red', 'Lighted Beacon', 'Cone topmark']",cone topmark
1254.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1255.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1256.png,['Position of Point Feature'],
1257.png,"['Yellow', 'Pillar Buoy']",
1258.png,"['Red', 'Pillar Buoy']",
1259.png,"['Green', 'Pillar Buoy']",
1260.png,"['Pillar Buoy', 'Red']",
1261.png,"['Pillar Buoy', 'Red']",
1262.png,['Windmill'],
1263.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
1264.png,"['Yellow', 'Conical Buoy']",
1265.png,"['Yellow', 'Pillar Buoy']",
1266.png,['Cylindrical Tank'],
1267.png,['Pile'],
1268.png,['Pile'],
1269.png,['Chimney'],
1270.png,['Position of Point Feature'],
1271.png,['Pile'],
1272.png,['Chimney'],
1273.png,['Position of Point Feature'],
1274.png,"['Position of Point Feature', 'Yellow']",
1275.png,"['Light Flare', 'Major Light']",light flare
1276.png,"['Light Flare', 'Major Light']",light flare
1277.png,"['Light Flare', 'Conical Buoy']",light flare
1278.png,"['Light Flare', 'Major Light']",light flare
1279.png,"['Light Flare', 'Major Light']",light flare
1280.png,"['Light Flare', 'Major Light']",light flare
1281.png,"['Light Flare', None]",light flare
1282.png,"['Light Flare', 'Major Light']",light flare
1283.png,"['Light Flare', 'Major Light']",light flare
1284.png,"['Light Flare', 'Major Light']",light flare
1285.png,"['Light Flare', 'Major Light']",light flare
1286.png,"['Major Light', 'Light Flare']",light flare
1287.png,"['Light Flare', 'Major Light']",light flare
1288.png,"['Light Flare', 'Major Light']",light flare
1289.png,"['Light Flare', 'Major Light']",light flare
1290.png,['Danger Circle'],
1291.png,['Underwater Hazard'],
1292.png,"['Spar Buoy', 'Yellow']",
1293.png,"['Yellow', 'Position of Point Feature']",
1294.png,['Position of Point Feature'],
1295.png,['Bouy Black rectangular in shape with white half circle in top'],
1296.png,['Bouy Black rectangular in shape with white half circle in top'],
1297.png,['Bouy Black rectangular in shape with white half circle in top'],
1298.png,['Minor Light'],
1299.png,['Position Circle'],
1300.png,"['Position of Point Feature', 'Yellow']",
1301.png,"['Position of Point Feature', 'Yellow']",
1302.png,['Danger Circle'],
1303.png,['Fish Haven'],
1304.png,"['Green', 'Lighted Beacon']",
1305.png,"['Green', 'Beacon', 'Can topmark']",can topmark
1306.png,"['Red', 'Beacon represented as a star']",
1307.png,"['Cone topmark', 'Beacon', 'Red']",cone topmark
1308.png,"['Red', 'Beacon represented as a star']",
1309.png,"['Red', 'Beacon', 'Cone topmark']",cone topmark
1310.png,"['Red', 'Beacon represented as a star']",
1311.png,"['Red', 'Beacon', 'Cone topmark']",cone topmark
1312.png,"['Red', 'Beacon represented as a star']",
1313.png,"['Red', 'Beacon', 'Cone topmark']",cone topmark
1314.png,['Minor Light'],
1315.png,['Minor Light'],
1316.png,"['Pillar Buoy', 'Yellow', 'Major lateral beacon, red']",
1317.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1318.png,"['Double cone topmark points upwards', 'Pillar Buoy', 'Black/Yellow']",cone topmark
1319.png,"['Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",cone topmark
1320.png,"['Yellow', 'Conical Buoy']",
1321.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1322.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1323.png,['Position of Point Feature'],
1324.png,['Danger Circle'],
1325.png,['Danger Circle'],
1326.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1327.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1328.png,['Position Circle'],
1329.png,['Position Circle'],
1330.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1331.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1332.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1333.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1334.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1335.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1336.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1337.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1338.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1339.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1340.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1341.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1342.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1343.png,['Position of Point Feature'],
1344.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red/Black']",ball topmark
1345.png,['Fishery Zone'],
1346.png,['Fish Haven'],
1347.png,['Fish Haven'],
1348.png,['Fish Haven'],
1349.png,['Fish Haven'],
1350.png,"['Position of Point Feature', 'Green']",
1351.png,"['Position of Point Feature', 'Green']",
1352.png,['Position of Point Feature'],
1353.png,['Fish Haven'],
1354.png,['Fish Haven'],
1355.png,['Fish Haven'],
1356.png,['Danger Circle'],
1357.png,['Danger Circle'],
1358.png,['Danger Circle'],
1359.png,['Danger Circle'],
1360.png,['Danger Circle'],
1361.png,['Underwater Hazard'],
1362.png,['Underwater Hazard'],
1363.png,['Underwater Hazard'],
1364.png,['Danger Circle'],
1365.png,['Danger Circle'],
1366.png,['Danger Circle'],
1367.png,['Danger Circle'],
1368.png,"['Yellow', 'Pillar Buoy']",
1369.png,"['Yellow', 'Mooring Superbuoy', 'Radar Reflector']",radar reflector
1370.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
1371.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1372.png,"['Lighted Beacon', 'Red', 'Cone topmark']",cone topmark
1373.png,['Masts'],
1374.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1375.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1376.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1377.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1378.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1379.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1380.png,"['Beacon', '“X” topmark', 'Yellow']",
1381.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1382.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1383.png,['Position of Point Feature'],
1384.png,['Major Light'],
1385.png,['Position of Point Feature'],
1386.png,['Position Circle'],
1387.png,['Major Light'],
1388.png,['Danger Circle'],
1389.png,['Danger Circle'],
1390.png,['Danger Circle'],
1391.png,['Danger Circle'],
1392.png,['Danger Circle'],
1393.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1394.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1395.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1396.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1397.png,['Fish Haven'],
1398.png,['Fish Haven'],
1399.png,['Fish Haven'],
1400.png,['Fish Haven'],
1401.png,['Fish Haven'],
1402.png,['Position Circle'],
1403.png,"['Yellow', 'Spherical Buoy']",
1404.png,"['Yellow', 'Spherical Buoy']",
1405.png,"['Yellow', 'Spherical Buoy']",
1406.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1407.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1408.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1409.png,"['Pillar Buoy', 'Yellow']",
1410.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1411.png,"['Yellow', 'Pillar Buoy']",
1412.png,['Position Circle'],
1413.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1414.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1415.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1416.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1417.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1418.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1419.png,"['Double cone topmark points together', 'Lighted Beacon', 'Yellow/Black/Yellow']",cone topmark
1420.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1421.png,"['Pillar Buoy', 'Yellow', '“X” topmark']",
1422.png,"['Pillar Buoy', 'Cone topmark', 'Red']",cone topmark
1423.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1424.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1425.png,['Position of Point Feature'],
1426.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1427.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1428.png,['Danger Circle'],
1429.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1430.png,['Position of Point Feature'],
1431.png,['Minor Light'],
1432.png,['Fish Haven'],
1433.png,['Offshore Platform'],
1434.png,['Fish Haven'],
1435.png,"['Dangerous Wreck, Depth Unknown']",
1436.png,"['Dangerous Wreck, Depth Unknown']",
1437.png,"['Dangerous Wreck, Depth Unknown']",
1438.png,['Minor Light'],
1439.png,['Danger Circle'],
1440.png,"['Red', 'Can Buoy']",
1441.png,['Lighted Beacon'],
1442.png,"['“X” topmark', 'Pillar Buoy']",
1443.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1444.png,['Danger Circle'],
1445.png,"['Dangerous Wreck, Depth Unknown']",
1446.png,['Danger Circle'],
1447.png,"['Radar Reflector', 'Lighted Beacon', 'White']",radar reflector
1448.png,['Danger Circle'],
1449.png,['Underwater Hazard'],
1450.png,"['Red', 'Lighted Beacon', 'Radar Reflector', 'Can topmark']",can topmark
1451.png,"['Green', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",cone topmark
1452.png,"['Radar Reflector', 'Lighted Beacon', 'White']",radar reflector
1453.png,['Danger Circle'],
1454.png,['Danger Circle'],
1455.png,['Danger Circle'],
1456.png,['Underwater Hazard'],
1457.png,['Underwater Hazard'],
1458.png,['Danger Circle'],
1459.png,['Rock'],
1460.png,['Minor Light'],
1461.png,['Minor Light'],
1462.png,['Position of Point Feature'],
1463.png,['Position of Point Feature'],
1464.png,['Minor Light'],
1465.png,['Floodlighting of a structure'],
1466.png,['Floodlighting of a structure'],
1467.png,['Floodlighting of a structure'],
1468.png,['Position of Point Feature'],
1469.png,['Minor Light'],
1470.png,['Floodlighting of a structure'],
1471.png,['Minor Light'],
1472.png,['Minor Light'],
1473.png,"['Lighted Beacon', 'Cone topmark', 'Red']",cone topmark
1474.png,['Minor Light'],
1475.png,['Minor Light'],
1476.png,"['Pillar Buoy', '“X” topmark', 'Obscured Sector']",
1477.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1478.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1479.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1480.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1481.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1482.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1483.png,"['Minor Light', 'Position of Point Feature']",
1484.png,['Floating Windmill'],
1485.png,"['Yellow', 'Conical Buoy']",
1486.png,"['Yellow', 'Spar Buoy']",
1487.png,['Fish Haven'],
1488.png,['Underwater Hazard'],
1489.png,['Underwater Hazard'],
1490.png,['Minor Light'],
1491.png,['Minor Light'],
1492.png,['Danger Circle'],
1493.png,"['Platform', 'Light Flare']",light flare
1494.png,['Danger Circle'],
1495.png,"['Dangerous Wreck, Depth Unknown']",
1496.png,"['Dangerous Wreck, Depth Unknown']",
1497.png,['Stranded Wreck'],
1498.png,['Danger Circle'],
1499.png,['Danger Circle'],
1500.png,['Underwater Hazard'],
1501.png,"['Dangerous Wreck, Depth Unknown']",
1502.png,['Underwater Hazard'],
1503.png,['Underwater Hazard'],
1504.png,['Minor Light'],
1505.png,['Floodlighting of a structure'],
1506.png,"['Lighted Beacon', 'Can topmark', 'Green']",can topmark
1507.png,"['Lighted Beacon', 'Yellow/Black/Yellow', 'Double cone topmark points together']",cone topmark
1508.png,"['Black/Yellow/Black', 'Lighted Beacon', 'Double cone topmark bases together']",cone topmark
1509.png,"['Black/Yellow', 'Lighted Beacon', 'Double cone topmark points upwards']",cone topmark
1510.png,"['Lighted Beacon', 'Green', 'Can topmark']",can topmark
1511.png,['Minor Light'],
1512.png,"['Lighted Beacon', 'Double cone topmark points upwards', 'Black/Yellow']",cone topmark
1513.png,"['Pillar Buoy', 'Green', 'Can topmark']",can topmark
1514.png,['Stranded Wreck'],
1515.png,"['Pillar Buoy', '“X” topmark']",
1516.png,['Major Light'],
1517.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
1518.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
1519.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1520.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1521.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
1522.png,"['“X” topmark', 'Yellow', 'Conical Buoy']",
1523.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1524.png,"['Yellow', 'Pillar Buoy']",
1525.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1526.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1527.png,['Marine Farm'],
1528.png,['Marine Farm'],
1529.png,['Marine Farm'],
1530.png,['Marine Farm'],
1531.png,['Marine Farm'],
1532.png,['Marine Farm'],
1533.png,['Marine Farm'],
1534.png,['Marine Farm'],
1535.png,['Marine Farm'],
1536.png,['Marine Farm'],
1537.png,['Marine Farm'],
1538.png,['Marine Farm'],
1539.png,['Marine Farm'],
1540.png,['Marine Farm'],
1541.png,['Marine Farm'],
1542.png,['Marine Farm'],
1543.png,['Marine Farm'],
1544.png,['Marine Farm'],
1545.png,['Marine Farm'],
1546.png,['Marine Farm'],
1547.png,['Marine Farm'],
1548.png,['Marine Farm'],
1549.png,['Marine Farm'],
1550.png,['Marine Farm'],
1551.png,['Marine Farm'],
1552.png,['Marine Farm'],
1553.png,['Marine Farm'],
1554.png,['Marine Farm'],
1555.png,['Marine Farm'],
1556.png,['Marine Farm'],
1557.png,['Marine Farm'],
1558.png,['Marine Farm'],
1559.png,['Fish Haven'],
1560.png,['Marine Farm'],
1561.png,['Marine Farm'],
1562.png,['Marine Farm'],
1563.png,['Marine Farm'],
1564.png,['Marine Farm'],
1565.png,['Fish Haven'],
1566.png,['Marine Farm'],
1567.png,['Marine Farm'],
1568.png,['Marine Farm'],
1569.png,['Marine Farm'],
1570.png,['Marine Farm'],
1571.png,['Fish Haven'],
1572.png,['Marine Farm'],
1573.png,['Marine Farm'],
1574.png,['Marine Farm'],
1575.png,['Marine Farm'],
1576.png,['Marine Farm'],
1577.png,['Marine Farm'],
1578.png,['Marine Farm'],
1579.png,['Marine Farm'],
1580.png,['Marine Farm'],
1581.png,['Marine Farm'],
1582.png,['Marine Farm'],
1583.png,['Marine Farm'],
1584.png,['Marine Farm'],
1585.png,['Marine Farm'],
1586.png,['Marine Farm'],
1587.png,['Marine Farm'],
1588.png,['Marine Farm'],
1589.png,['Marine Farm'],
1590.png,['Marine Farm'],
1591.png,['Marine Farm'],
1592.png,['Marine Farm'],
1593.png,['Marine Farm'],
1594.png,['Marine Farm'],
1595.png,['Marine Farm'],
1596.png,['Marine Farm'],
1597.png,['Marine Farm'],
1598.png,['Marine Farm'],
1599.png,['Marine Farm'],
1600.png,['Marine Farm'],
1601.png,['Marine Farm'],
1602.png,['Marine Farm'],
1603.png,['Marine Farm'],
1604.png,['Marine Farm'],
1605.png,['Marine Farm'],
1606.png,['Marine Farm'],
1607.png,['Fish Haven'],
1608.png,['Marine Farm'],
1609.png,['Marine Farm'],
1610.png,['Marine Farm'],
1611.png,['Fish Haven'],
1612.png,['Marine Farm'],
1613.png,['Fish Haven'],
1614.png,['Marine Farm'],
1615.png,['Marine Farm'],
1616.png,['Marine Farm'],
1617.png,['Marine Farm'],
1618.png,['Marine Farm'],
1619.png,['Marine Farm'],
1620.png,['Marine Farm'],
1621.png,['Marine Farm'],
1622.png,['Marine Farm'],
1623.png,['Marine Farm'],
1624.png,['Marine Farm'],
1625.png,['Marine Farm'],
1626.png,['Marine Farm'],
1627.png,['Marine Farm'],
1628.png,['Marine Farm'],
1629.png,['Marine Farm'],
1630.png,['Marine Farm'],
1631.png,['Marine Farm'],
1632.png,['Marine Farm'],
1633.png,['Marine Farm'],
1634.png,['Marine Farm'],
1635.png,['Marine Farm'],
1636.png,['Marine Farm'],
1637.png,['Marine Farm'],
1638.png,['Marine Farm'],
1639.png,['Marine Farm'],
1640.png,['Marine Farm'],
1641.png,['Fish Haven'],
1642.png,['Marine Farm'],
1643.png,['Marine Farm'],
1644.png,['Marine Farm'],
1645.png,['Marine Farm'],
1646.png,['Marine Farm'],
1647.png,['Marine Farm'],
1648.png,['Marine Farm'],
1649.png,['Marine Farm'],
1650.png,['Marine Farm'],
1651.png,['Marine Farm'],
1652.png,['Marine Farm'],
1653.png,['Marine Farm'],
1654.png,['Marine Farm'],
1655.png,['Marine Farm'],
1656.png,['Marine Farm'],
1657.png,['Marine Farm'],
1658.png,['Marine Farm'],
1659.png,['Marine Farm'],
1660.png,['Marine Farm'],
1661.png,['Marine Farm'],
1662.png,['Marine Farm'],
1663.png,['Marine Farm'],
1664.png,['Marine Farm'],
1665.png,['Marine Farm'],
1666.png,['Marine Farm'],
1667.png,['Marine Farm'],
1668.png,['Marine Farm'],
1669.png,['Marine Farm'],
1670.png,['Marine Farm'],
1671.png,['Marine Farm'],
1672.png,['Marine Farm'],
1673.png,['Marine Farm'],
1674.png,['Marine Farm'],
1675.png,['Marine Farm'],
1676.png,['Marine Farm'],
1677.png,['Marine Farm'],
1678.png,['Marine Farm'],
1679.png,['Marine Farm'],
1680.png,['Marine Farm'],
1681.png,['Marine Farm'],
1682.png,['Marine Farm'],
1683.png,['Marine Farm'],
1684.png,['Marine Farm'],
1685.png,['Marine Farm'],
1686.png,['Marine Farm'],
1687.png,['Marine Farm'],
1688.png,['Marine Farm'],
1689.png,['Marine Farm'],
1690.png,['Marine Farm'],
1691.png,['Marine Farm'],
1692.png,['Marine Farm'],
1693.png,['Marine Farm'],
1694.png,['Marine Farm'],
1695.png,['Marine Farm'],
1696.png,['Marine Farm'],
1697.png,['Marine Farm'],
1698.png,['Marine Farm'],
1699.png,['Marine Farm'],
1700.png,['Marine Farm'],
1701.png,['Position Circle'],
1702.png,['Position Circle'],
1703.png,['Position of Point Feature'],
1704.png,['Position of Point Feature'],
1705.png,['Position of Point Feature'],
1706.png,['Position of Point Feature'],
1707.png,['Position of Point Feature'],
1708.png,['Pile'],
1709.png,['Small solid black circle'],
1710.png,"['Position of Point Feature', 'Yellow']",
1711.png,"['Beacon represented as a star', 'Red', 'Cone topmark']",cone topmark
1712.png,"['Beacon', 'Red', 'Cone topmark']",cone topmark
1713.png,"['Beacon represented as a star', 'Cone topmark']",cone topmark
1714.png,"['Red', 'Beacon', None]",
1715.png,"['Green', 'Beacon represented as a star']",
1716.png,"['Green', 'Beacon', 'Can topmark']",can topmark
1717.png,"['Red', 'Beacon represented as a star']",
1718.png,"['Red', 'Beacon', None]",
1719.png,"['Red', 'Beacon represented as a star']",
1720.png,['Beacon'],
1721.png,"['Red', 'Cone topmark', 'Minor Light']",cone topmark
1722.png,['Beacon'],
1723.png,"['Green', 'Beacon represented as a star']",
1724.png,['Beacon'],
1725.png,"['Red', 'Minor Light']",
1726.png,['Beacon'],
1727.png,"['Light Flare', 'Platform']",light flare
1728.png,"['Platform', 'Light Flare']",light flare
1729.png,"['Dangerous Wreck, Depth Unknown']",
1730.png,"['Dangerous Wreck, Depth Unknown']",
1731.png,"['Dangerous Wreck, Depth Unknown']",
1732.png,"['Dangerous Wreck, Depth Unknown']",
1733.png,['Danger Circle'],
1734.png,['Danger Circle'],
1735.png,"['Dangerous Wreck, Depth Unknown']",
1736.png,"['Dangerous Wreck, Depth Unknown']",
1737.png,"['Dangerous Wreck, Depth Unknown']",
1738.png,"['Dangerous Wreck, Depth Unknown']",
1739.png,"['Dangerous Wreck, Depth Unknown']",
1740.png,"['Dangerous Wreck, Depth Unknown']",
1741.png,['Platform'],
1742.png,['Danger Circle'],
1743.png,['Danger Circle'],
1744.png,['Danger Circle'],
1745.png,"['Dangerous Wreck, Depth Unknown']",
1746.png,['Fish Haven'],
1747.png,['Fishery Zone'],
1748.png,['Fish Haven'],
1749.png,['Fishery Zone'],
1750.png,['Fish Haven'],
1751.png,['Fishery Zone'],
1752.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1753.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1754.png,"['Conical Buoy', 'Yellow']",
1755.png,"['Yellow', 'Conical Buoy']",
1756.png,['Fish Haven'],
1757.png,['Fish Haven'],
1758.png,['Fish Haven'],
1759.png,['Fish Haven'],
1760.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1761.png,['Stranded Wreck'],
1762.png,['Position Circle'],
1763.png,"['Lighted Beacon', 'Double cone topmark points together', 'Black/Yellow/Black']",cone topmark
1764.png,"['Lighted Beacon', 'Double ball topmark', 'Black/Red/Black']",ball topmark
1765.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1766.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1767.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1768.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1769.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1770.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
1771.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1772.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1773.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1774.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1775.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1776.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1777.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1778.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1779.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1780.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1781.png,"['Red', 'Pillar Buoy', 'Cone topmark']",cone topmark
1782.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1783.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1784.png,['Minor Light'],
1785.png,['Minor Light'],
1786.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
