file,tags,tertiary
1056.png,['Danger Circle'],danger circle
1057.png,['Danger Circle'],danger circle
1058.png,['Danger Circle'],danger circle
1059.png,['Danger Circle'],danger circle
1060.png,"['Danger Circle', 'degrees']",danger circle
1061.png,"['Danger Circle', 'degrees']",danger circle
1062.png,"['Danger Circle', 'degrees']",danger circle
1063.png,"['degrees', 'Danger Circle']",danger circle
1064.png,['Danger Circle'],danger circle
1065.png,['Danger Circle'],danger circle
1066.png,['Danger Circle'],danger circle
1067.png,['Danger Circle'],danger circle
1068.png,['Danger Circle'],danger circle
1069.png,['Danger Circle'],danger circle
1070.png,['Danger Circle'],danger circle
1071.png,"['Light Flare', 'Lattice Beacon']",
1072.png,"['Light Flare', 'Lattice Beacon']",
1073.png,"['Light Flare', 'Lattice Beacon']",
1074.png,"['Lattice Beacon', 'Light Flare', 'Can topmark']",
1075.png,"['Cone topmark', 'Lattice Beacon', 'Light Flare']",
1076.png,"['Light Flare', 'Lattice Beacon', 'Cone topmark']",
1077.png,"['Light Flare', 'Can Buoy', 'Can topmark']",
1078.png,"['Light Flare', 'Conical Buoy', 'Cone topmark']",
1079.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],underwater wreck of unknown depth and for which safe clearance cannot be estimated
1080.png,"['Light Flare', 'Yellow', 'Pillar Buoy', 'Double cone topmark points upwards']",
1081.png,['Stranded Wreck'],
1082.png,['Stranded Wreck'],
1083.png,['Stranded Wreck'],
1084.png,['Stranded Wreck'],
1085.png,['Stranded Wreck'],
1086.png,['Stranded Wreck'],
1087.png,['Stranded Wreck'],
1088.png,['Chimney'],
1089.png,['Chimney'],
1090.png,['Tower'],
1091.png,['Beacon'],
1092.png,['Chimney'],
1093.png,['Chimney'],
1094.png,['Conical Buoy'],
1095.png,['Beacon'],
1096.png,['Water Tower'],
1097.png,['Beacon'],
1098.png,['Chimney'],
1099.png,['Chimney'],
1100.png,['Tower'],
1101.png,['Beacon'],
1102.png,['Religious Building (Non-Christian)'],
1103.png,['Tower'],
1104.png,['Chimney'],
1105.png,"['Light Flare', 'Green', 'Cone topmark', 'Conical Buoy']",
1106.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1107.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1108.png,['Danger Circle'],danger circle
1109.png,['Danger Circle'],danger circle
1110.png,['Danger Circle'],danger circle
1111.png,['Danger Circle'],danger circle
1112.png,['Danger Circle'],danger circle
1113.png,"['Green', 'Conical Buoy']",
1114.png,"['Conical Buoy', 'Red']",
1115.png,"['Green', 'Conical Buoy']",
1116.png,"['Conical Buoy', 'Red']",
1117.png,"['Conical Buoy', 'Green']",
1118.png,"['Red', 'Conical Buoy']",
1119.png,[None],
1120.png,['Platform'],platform
1121.png,['Platform'],platform
1122.png,['Platform'],platform
1123.png,['Platform'],platform
1124.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1125.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1126.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1127.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1128.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1129.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1130.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1131.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1132.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1133.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1134.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",
1135.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",
1136.png,"['Light Flare', None, 'Can topmark']",
1137.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",
1138.png,"['Light Flare', 'Lattice Beacon']",
1139.png,"['Position of point feature', 'Double ball topmark']",position of point feature
1140.png,"['Double ball topmark', 'Position of point feature']",position of point feature
1141.png,"['Underwater Hazard', 'Red']",hazard
1142.png,"['Underwater Hazard', 'Red']",hazard
1143.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",
1144.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",
1145.png,"['Underwater Hazard', 'Red']",hazard
1146.png,"['Double cone topmark points upwards', 'Beacon', 'Black/Yellow']",
1147.png,"['Double cone topmark points upwards', 'Black/Yellow', 'Beacon']",
1148.png,['Position of Point Feature'],position of point feature
1149.png,['Position of Point Feature'],position of point feature
1150.png,['Position of Point Feature'],position of point feature
1151.png,"['White', 'Beacon', 'Ball topmark']",
1152.png,['Position of Point Feature'],position of point feature
1153.png,['Position of Point Feature'],position of point feature
1154.png,"['Beacon represented as a star', 'Yellow', '“X” topmark', 'Radar Reflector']",
1155.png,"['Yellow', 'Spar Buoy']",
1156.png,"['Yellow', 'Spar Buoy']",
1157.png,['Rocks'],rock
1158.png,['Danger Circle'],danger circle
1159.png,['Fish Haven'],
1160.png,['Position of Point Feature'],position of point feature
1161.png,['Position of Point Feature'],position of point feature
1162.png,"['Offshore Platform', 'Red']",offshore platform
1163.png,"['Green', 'Beacon', 'Can topmark']",
1164.png,['Danger Circle'],danger circle
1165.png,['Danger Circle'],danger circle
1166.png,"['Yellow', 'Conical Buoy']",
1167.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1168.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1169.png,['Rock'],rock
1170.png,['Rock'],rock
1171.png,['Danger Circle'],danger circle
1172.png,['Rock'],rock
1173.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1174.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1175.png,"['Double ball topmark', 'Lighted Beacon', 'Black/Red/Black']",
1176.png,"['Pillar Buoy', 'Black/Red/Black', 'Double ball topmark']",
1177.png,['Fish Haven'],
1178.png,['Fish Haven'],
1179.png,['Minor Light'],minor light
1180.png,['Minor Light'],minor light
1181.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1182.png,"['Pillar Buoy', 'White with Blue Horizontal Band(s)']",
1183.png,['Danger Circle'],danger circle
1184.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1185.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1186.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1187.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1188.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1189.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1190.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1191.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1192.png,"['Pillar Buoy', '“X” topmark', 'Yellow']",
1193.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1194.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1195.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1196.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1197.png,['Major Light'],
1198.png,"['Pillar Buoy', 'Cone topmark', 'Red']",
1199.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1200.png,"['Can Buoy', 'Red']",
1201.png,['Beacon represented as a star'],
1202.png,['Danger Circle'],danger circle
1203.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1204.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1205.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1206.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1207.png,['Mooring Buoy'],
1208.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
1209.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1210.png,['Underwater Hazard'],hazard
1211.png,['Underwater Hazard'],hazard
1212.png,['Underwater Hazard'],hazard
1213.png,['Underwater Hazard'],hazard
1214.png,['Underwater Hazard'],hazard
1215.png,['Danger Circle'],danger circle
1216.png,['Danger Circle'],danger circle
1217.png,['Danger Circle'],danger circle
1218.png,['Underwater Hazard'],hazard
1219.png,['Underwater Hazard'],hazard
1220.png,['Underwater Hazard'],hazard
1221.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1222.png,['Danger Circle'],danger circle
1223.png,['Underwater Hazard'],hazard
1224.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1225.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1226.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1227.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1228.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1229.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1230.png,"['Can topmark', 'Green', 'Lighted Beacon']",
1231.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1232.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1233.png,"['Yellow', '“X” topmark', 'Pillar Buoy']",
1234.png,['Minor Light'],minor light
1235.png,['Minor Light'],minor light
1236.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1237.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1238.png,['Fish Haven'],
1239.png,['Fish Haven'],
1240.png,"['Fish Haven', 'Danger Circle']",danger circle
1241.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1242.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1243.png,"['Black/Yellow/Black', 'Lighted Beacon', 'Double cone topmark points together']",
1244.png,"['Lighted Beacon', 'Can topmark', 'Green']",
1245.png,"['Lighted Beacon', 'Cone topmark', 'Red']",
1246.png,"['Green', 'Lighted Beacon', 'Can topmark']",
1247.png,"['Black/Red/Black', 'Lighted Beacon', 'Double ball topmark']",
1248.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1249.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1250.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1251.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1252.png,"['Red', 'Pillar Buoy', 'Cone topmark']",
1253.png,"['Red', 'Lighted Beacon', 'Cone topmark']",
1254.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1255.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1256.png,['Position of Point Feature'],position of point feature
1257.png,"['Yellow', 'Pillar Buoy']",
1258.png,"['Red', 'Pillar Buoy']",
1259.png,"['Green', 'Pillar Buoy']",
1260.png,"['Pillar Buoy', 'Red']",
1261.png,"['Pillar Buoy', 'Red']",
1262.png,['Windmill'],
1263.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
1264.png,"['Yellow', 'Conical Buoy']",
1265.png,"['Yellow', 'Pillar Buoy']",
1266.png,['Cylindrical Tank'],
1267.png,['Pile'],
1268.png,['Pile'],
1269.png,['Chimney'],
1270.png,['Position of Point Feature'],position of point feature
1271.png,['Pile'],
1272.png,['Chimney'],
1273.png,['Position of Point Feature'],position of point feature
1274.png,"['Position of Point Feature', 'Yellow']",position of point feature
1275.png,"['Light Flare', 'Major Light']",
1276.png,"['Light Flare', 'Major Light']",
1277.png,"['Light Flare', 'Conical Buoy']",
1278.png,"['Light Flare', 'Major Light']",
1279.png,"['Light Flare', 'Major Light']",
1280.png,"['Light Flare', 'Major Light']",
1281.png,"['Light Flare', None]",
1282.png,"['Light Flare', 'Major Light']",
1283.png,"['Light Flare', 'Major Light']",
1284.png,"['Light Flare', 'Major Light']",
1285.png,"['Light Flare', 'Major Light']",
1286.png,"['Major Light', 'Light Flare']",
1287.png,"['Light Flare', 'Major Light']",
1288.png,"['Light Flare', 'Major Light']",
1289.png,"['Light Flare', 'Major Light']",
1290.png,['Danger Circle'],danger circle
1291.png,['Underwater Hazard'],hazard
1292.png,"['Spar Buoy', 'Yellow']",
1293.png,"['Yellow', 'Position of Point Feature']",position of point feature
1294.png,['Position of Point Feature'],position of point feature
1295.png,['Bouy Black rectangular in shape with white half circle in top'],
1296.png,['Bouy Black rectangular in shape with white half circle in top'],
1297.png,['Bouy Black rectangular in shape with white half circle in top'],
1298.png,['Minor Light'],minor light
1299.png,['Position Circle'],position circle
1300.png,"['Position of Point Feature', 'Yellow']",position of point feature
1301.png,"['Position of Point Feature', 'Yellow']",position of point feature
1302.png,['Danger Circle'],danger circle
1303.png,['Fish Haven'],
1304.png,"['Green', 'Lighted Beacon']",
1305.png,"['Green', 'Beacon', 'Can topmark']",
1306.png,"['Red', 'Beacon represented as a star']",
1307.png,"['Cone topmark', 'Beacon', 'Red']",
1308.png,"['Red', 'Beacon represented as a star']",
1309.png,"['Red', 'Beacon', 'Cone topmark']",
1310.png,"['Red', 'Beacon represented as a star']",
1311.png,"['Red', 'Beacon', 'Cone topmark']",
1312.png,"['Red', 'Beacon represented as a star']",
1313.png,"['Red', 'Beacon', 'Cone topmark']",
1314.png,['Minor Light'],minor light
1315.png,['Minor Light'],minor light
1316.png,"['Pillar Buoy', 'Yellow', 'Major lateral beacon, red']",
1317.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1318.png,"['Double cone topmark points upwards', 'Pillar Buoy', 'Black/Yellow']",
1319.png,"['Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",
1320.png,"['Yellow', 'Conical Buoy']",
1321.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1322.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1323.png,['Position of Point Feature'],position of point feature
1324.png,['Danger Circle'],danger circle
1325.png,['Danger Circle'],danger circle
1326.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1327.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1328.png,['Position Circle'],position circle
1329.png,['Position Circle'],position circle
1330.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1331.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1332.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1333.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1334.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1335.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1336.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1337.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1338.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1339.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1340.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1341.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1342.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1343.png,['Position of Point Feature'],position of point feature
1344.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red/Black']",
1345.png,['Fishery Zone'],fishery zone
1346.png,['Fish Haven'],
1347.png,['Fish Haven'],
1348.png,['Fish Haven'],
1349.png,['Fish Haven'],
1350.png,"['Position of Point Feature', 'Green']",position of point feature
1351.png,"['Position of Point Feature', 'Green']",position of point feature
1352.png,['Position of Point Feature'],position of point feature
1353.png,['Fish Haven'],
1354.png,['Fish Haven'],
1355.png,['Fish Haven'],
1356.png,['Danger Circle'],danger circle
1357.png,['Danger Circle'],danger circle
1358.png,['Danger Circle'],danger circle
1359.png,['Danger Circle'],danger circle
1360.png,['Danger Circle'],danger circle
1361.png,['Underwater Hazard'],hazard
1362.png,['Underwater Hazard'],hazard
1363.png,['Underwater Hazard'],hazard
1364.png,['Danger Circle'],danger circle
1365.png,['Danger Circle'],danger circle
1366.png,['Danger Circle'],danger circle
1367.png,['Danger Circle'],danger circle
1368.png,"['Yellow', 'Pillar Buoy']",
1369.png,"['Yellow', 'Mooring Superbuoy', 'Radar Reflector']",
1370.png,"['Lighted Beacon', '“X” topmark', 'Yellow']",
1371.png,"['Lighted Beacon', 'Yellow', '“X” topmark']",
1372.png,"['Lighted Beacon', 'Red', 'Cone topmark']",
1373.png,['Masts'],
1374.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1375.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1376.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1377.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1378.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1379.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1380.png,"['Beacon', '“X” topmark', 'Yellow']",
1381.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1382.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1383.png,['Position of Point Feature'],position of point feature
1384.png,['Major Light'],
1385.png,['Position of Point Feature'],position of point feature
1386.png,['Position Circle'],position circle
1387.png,['Major Light'],
1388.png,['Danger Circle'],danger circle
1389.png,['Danger Circle'],danger circle
1390.png,['Danger Circle'],danger circle
1391.png,['Danger Circle'],danger circle
1392.png,['Danger Circle'],danger circle
1393.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1394.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1395.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1396.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1397.png,['Fish Haven'],
1398.png,['Fish Haven'],
1399.png,['Fish Haven'],
1400.png,['Fish Haven'],
1401.png,['Fish Haven'],
1402.png,['Position Circle'],position circle
1403.png,"['Yellow', 'Spherical Buoy']",
1404.png,"['Yellow', 'Spherical Buoy']",
1405.png,"['Yellow', 'Spherical Buoy']",
1406.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1407.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1408.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1409.png,"['Pillar Buoy', 'Yellow']",
1410.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1411.png,"['Yellow', 'Pillar Buoy']",
1412.png,['Position Circle'],position circle
1413.png,"['Yellow', 'Lighted Beacon', '“X” topmark']",
1414.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1415.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1416.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1417.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1418.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1419.png,"['Double cone topmark points together', 'Lighted Beacon', 'Yellow/Black/Yellow']",
1420.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1421.png,"['Pillar Buoy', 'Yellow', '“X” topmark']",
1422.png,"['Pillar Buoy', 'Cone topmark', 'Red']",
1423.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1424.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1425.png,['Position of Point Feature'],position of point feature
1426.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1427.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1428.png,['Danger Circle'],danger circle
1429.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],underwater wreck of unknown depth and for which safe clearance cannot be estimated
1430.png,['Position of Point Feature'],position of point feature
1431.png,['Minor Light'],minor light
1432.png,['Fish Haven'],
1433.png,['Offshore Platform'],offshore platform
1434.png,['Fish Haven'],
1435.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1436.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1437.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1438.png,['Minor Light'],minor light
1439.png,['Danger Circle'],danger circle
1440.png,"['Red', 'Can Buoy']",
1441.png,['Lighted Beacon'],
1442.png,"['“X” topmark', 'Pillar Buoy']",
1443.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1444.png,['Danger Circle'],danger circle
1445.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1446.png,['Danger Circle'],danger circle
1447.png,"['Radar Reflector', 'Lighted Beacon', 'White']",
1448.png,['Danger Circle'],danger circle
1449.png,['Underwater Hazard'],hazard
1450.png,"['Red', 'Lighted Beacon', 'Radar Reflector', 'Can topmark']",
1451.png,"['Green', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",
1452.png,"['Radar Reflector', 'Lighted Beacon', 'White']",
1453.png,['Danger Circle'],danger circle
1454.png,['Danger Circle'],danger circle
1455.png,['Danger Circle'],danger circle
1456.png,['Underwater Hazard'],hazard
1457.png,['Underwater Hazard'],hazard
1458.png,['Danger Circle'],danger circle
1459.png,['Rock'],rock
1460.png,['Minor Light'],minor light
1461.png,['Minor Light'],minor light
1462.png,['Position of Point Feature'],position of point feature
1463.png,['Position of Point Feature'],position of point feature
1464.png,['Minor Light'],minor light
1465.png,['Floodlighting of a structure'],
1466.png,['Floodlighting of a structure'],
1467.png,['Floodlighting of a structure'],
1468.png,['Position of Point Feature'],position of point feature
1469.png,['Minor Light'],minor light
1470.png,['Floodlighting of a structure'],
1471.png,['Minor Light'],minor light
1472.png,['Minor Light'],minor light
1473.png,"['Lighted Beacon', 'Cone topmark', 'Red']",
1474.png,['Minor Light'],minor light
1475.png,['Minor Light'],minor light
1476.png,"['Pillar Buoy', '“X” topmark', 'Obscured Sector']",obscured sector
1477.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1478.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1479.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1480.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1481.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1482.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1483.png,"['Minor Light', 'Position of Point Feature']",minor light
1484.png,['Floating Windmill'],
1485.png,"['Yellow', 'Conical Buoy']",
1486.png,"['Yellow', 'Spar Buoy']",
1487.png,['Fish Haven'],
1488.png,['Underwater Hazard'],hazard
1489.png,['Underwater Hazard'],hazard
1490.png,['Minor Light'],minor light
1491.png,['Minor Light'],minor light
1492.png,['Danger Circle'],danger circle
1493.png,"['Platform', 'Light Flare']",platform
1494.png,['Danger Circle'],danger circle
1495.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1496.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1497.png,['Stranded Wreck'],
1498.png,['Danger Circle'],danger circle
1499.png,['Danger Circle'],danger circle
1500.png,['Underwater Hazard'],hazard
1501.png,"['Dangerous Wreck, Depth Unknown']","dangerous wreck, depth unknown"
1502.png,['Underwater Hazard'],hazard
1503.png,['Underwater Hazard'],hazard
1504.png,['Minor Light'],minor light
1505.png,['Floodlighting of a structure'],
1506.png,"['Lighted Beacon', 'Can topmark', 'Green']",
1507.png,"['Lighted Beacon', 'Yellow/Black/Yellow', 'Double cone topmark points together']",
1508.png,"['Black/Yellow/Black', 'Lighted Beacon', 'Double cone topmark bases together']",
1509.png,"['Black/Yellow', 'Lighted Beacon', 'Double cone topmark points upwards']",
1510.png,"['Lighted Beacon', 'Green', 'Can topmark']",
1511.png,['Minor Light'],minor light
1512.png,"['Lighted Beacon', 'Double cone topmark points upwards', 'Black/Yellow']",
1513.png,"['Pillar Buoy', 'Green', 'Can topmark']",
1514.png,['Stranded Wreck'],
1515.png,"['Pillar Buoy', '“X” topmark']",
1516.png,['Major Light'],
1517.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
1518.png,"['Yellow', 'Conical Buoy', '“X” topmark']",
1519.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1520.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1521.png,"['Yellow', '“X” topmark', 'Conical Buoy']",
1522.png,"['“X” topmark', 'Yellow', 'Conical Buoy']",
1523.png,"['“X” topmark', 'Pillar Buoy', 'Yellow']",
1524.png,"['Yellow', 'Pillar Buoy']",
1525.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1526.png,"['Yellow', 'Pillar Buoy', '“X” topmark']",
1527.png,['Marine Farm'],marine farm
1528.png,['Marine Farm'],marine farm
1529.png,['Marine Farm'],marine farm
1530.png,['Marine Farm'],marine farm
1531.png,['Marine Farm'],marine farm
1532.png,['Marine Farm'],marine farm
1533.png,['Marine Farm'],marine farm
1534.png,['Marine Farm'],marine farm
1535.png,['Marine Farm'],marine farm
1536.png,['Marine Farm'],marine farm
1537.png,['Marine Farm'],marine farm
1538.png,['Marine Farm'],marine farm
1539.png,['Marine Farm'],marine farm
1540.png,['Marine Farm'],marine farm
1541.png,['Marine Farm'],marine farm
1542.png,['Marine Farm'],marine farm
1543.png,['Marine Farm'],marine farm
1544.png,['Marine Farm'],marine farm
1545.png,['Marine Farm'],marine farm
1546.png,['Marine Farm'],marine farm
1547.png,['Marine Farm'],marine farm
1548.png,['Marine Farm'],marine farm
1549.png,['Marine Farm'],marine farm
1550.png,['Marine Farm'],marine farm
1551.png,['Marine Farm'],marine farm
1552.png,['Marine Farm'],marine farm
1553.png,['Marine Farm'],marine farm
1554.png,['Marine Farm'],marine farm
1555.png,['Marine Farm'],marine farm
1556.png,['Marine Farm'],marine farm
1557.png,['Marine Farm'],marine farm
1558.png,['Marine Farm'],marine farm
1559.png,['Fish Haven'],
1560.png,['Marine Farm'],marine farm
1561.png,['Marine Farm'],marine farm
1562.png,['Marine Farm'],marine farm
1563.png,['Marine Farm'],marine farm
1564.png,['Marine Farm'],marine farm
1565.png,['Fish Haven'],
1566.png,['Marine Farm'],marine farm
1567.png,['Marine Farm'],marine farm
1568.png,['Marine Farm'],marine farm
1569.png,['Marine Farm'],marine farm
1570.png,['Marine Farm'],marine farm
1571.png,['Fish Haven'],
1572.png,['Marine Farm'],marine farm
1573.png,['Marine Farm'],marine farm
1574.png,['Marine Farm'],marine farm
1575.png,['Marine Farm'],marine farm
1576.png,['Marine Farm'],marine farm
1577.png,['Marine Farm'],marine farm
1578.png,['Marine Farm'],marine farm
1579.png,['Marine Farm'],marine farm
1580.png,['Marine Farm'],marine farm
1581.png,['Marine Farm'],marine farm
1582.png,['Marine Farm'],marine farm
1583.png,['Marine Farm'],marine farm
1584.png,['Marine Farm'],marine farm
1585.png,['Marine Farm'],marine farm
1586.png,['Marine Farm'],marine farm
1587.png,['Marine Farm'],marine farm
1588.png,['Marine Farm'],marine farm
1589.png,['Marine Farm'],marine farm
1590.png,['Marine Farm'],marine farm
1591.png,['Marine Farm'],marine farm
1592.png,['Marine Farm'],marine farm
1593.png,['Marine Farm'],marine farm
1594.png,['Marine Farm'],marine farm
1595.png,['Marine Farm'],marine farm
1596.png,['Marine Farm'],marine farm
1597.png,['Marine Farm'],marine farm
1598.png,['Marine Farm'],marine farm
1599.png,['Marine Farm'],marine farm
1600.png,['Marine Farm'],marine farm
1601.png,['Marine Farm'],marine farm
1602.png,['Marine Farm'],marine farm
1603.png,['Marine Farm'],marine farm
1604.png,['Marine Farm'],marine farm
1605.png,['Marine Farm'],marine farm
1606.png,['Marine Farm'],marine farm
1607.png,['Fish Haven'],
1608.png,['Marine Farm'],marine farm
1609.png,['Marine Farm'],marine farm
1610.png,['Marine Farm'],marine farm
1611.png,['Fish Haven'],
1612.png,['Marine Farm'],marine farm
1613.png,['Fish Haven'],
1614.png,['Marine Farm'],marine farm
1615.png,['Marine Farm'],marine farm
1616.png,['Marine Farm'],marine farm
1617.png,['Marine Farm'],marine farm
1618.png,['Marine Farm'],marine farm
1619.png,['Marine Farm'],marine farm
1620.png,['Marine Farm'],marine farm
1621.png,['Marine Farm'],marine farm
1622.png,['Marine Farm'],marine farm
1623.png,['Marine Farm'],marine farm
